Platform;Year;Global_Sales
PC;2010;0.05
PC;1998;0.05
PS2;2008;0.05
DS;2007;0.05
PS3;2016;0.05
PSP;2009;0.05
PS2;2005;0.05
SAT;1995;0.05
PS2;2004;0.05
GBA;2006;0.05
PS2;2002;0.05
DS;2008;0.05
PS2;2007;0.05
SNES;1996;0.05
DC;2001;0.05
SAT;1994;0.05
XB;2005;0.05
DS;2007;0.05
PSV;2013;0.05
XB;2005;0.05
GBA;2003;0.05
XB;2005;0.05
PC;2004;0.05
PS;1998;0.05
PSP;2006;0.05
DS;2011;0.05
PS2;2007;0.05
SNES;1995;0.05
DS;2007;0.05
GBA;2001;0.05
GC;2005;0.05
X360;2008;0.05
PS4;2015;0.05
PSP;2006;0.05
PS2;2006;0.05
XB;2004;0.05
X360;2008;0.05
GC;2002;0.05
XB;2004;0.05
PSV;2016;0.05
PSP;2011;0.05
PC;2010;0.05
PS;1995;0.05
DS;2011;0.05
PS;1999;0.05
3DS;2013;0.05
PC;2009;0.05
PSP;2013;0.05
XB;2005;0.05
PS2;2008;0.05
GC;2003;0.05
PS;1996;0.05
PSP;2007;0.05
PSP;2012;0.05
DS;2008;0.05
GC;2003;0.05
PS4;2015;0.05
PS3;2010;0.05
PC;2000;0.05
XOne;2015;0.05
DS;2008;0.05
PS3;2012;0.05
PS2;2007;0.05
DS;2009;0.05
DS;2009;0.05
DS;2008;0.05
GBA;2001;0.05
DS;2008;0.05
PC;2013;0.05
PC;2015;0.05
PS3;2015;0.05
DS;2010;0.05
PC;2006;0.05
X360;2011;0.05
DS;2008;0.05
3DS;2013;0.05
GBA;2002;0.05
PC;2007;0.05
PS2;2004;0.05
GBA;2002;0.05
DS;2008;0.05
XB;2002;0.05
GEN;1993;0.05
X360;2010;0.05
XB;2004;0.05
Wii;2009;0.05
PS;1998;0.05
PS3;2011;0.05
PSP;2011;0.05
PS2;2006;0.05
GC;2005;0.05
PSP;2006;0.05
PC;2011;0.05
DS;2009;0.05
Wii;2006;0.05
PS3;2011;0.05
XB;2005;0.05
PS3;2013;0.05
Wii;2007;0.05
Wii;2007;0.05
PC;2001;0.05
XB;2002;0.05
PS;1995;0.05
PS;2001;0.05
DS;2006;0.05
PSP;2006;0.05
Wii;2006;0.05
PS3;2015;0.05
DS;2009;0.05
PC;2007;0.05
XB;2002;0.05
PC;2015;0.05
Wii;2011;0.05
DS;2008;0.05
DS;2010;0.05
Wii;2008;0.05
DS;2005;0.05
PS4;2015;0.05
PS;2001;0.05
PSP;2006;0.05
DS;2011;0.05
PS;1996;0.05
GC;2003;0.05
Wii;2007;0.05
DS;2008;0.05
X360;2013;0.05
X360;2006;0.05
X360;2012;0.05
GC;2005;0.05
PC;2011;0.05
XB;2006;0.05
DS;2010;0.05
PSV;2014;0.05
DS;2007;0.05
N64;1997;0.05
PSV;2014;0.05
PSP;2006;0.05
PS2;2001;0.05
GC;2003;0.05
PC;2002;0.05
X360;2008;0.05
PS3;2013;0.05
Wii;2007;0.05
Wii;2007;0.05
PSV;2013;0.05
PC;2009;0.05
PSV;2012;0.05
PSP;2012;0.05
PSP;2006;0.05
DS;2004;0.05
PSV;2011;0.05
XB;2004;0.05
DS;2007;0.05
PS;1999;0.05
Wii;2007;0.05
GC;2002;0.05
DS;2008;0.05
Wii;2007;0.05
GC;2002;0.05
PS2;2001;0.05
X360;2015;0.05
XB;2002;0.05
PSV;2014;0.05
GBA;2005;0.05
DS;2008;0.05
PSP;2006;0.05
X360;2007;0.05
PSP;2012;0.05
3DS;2011;0.05
DS;2008;0.05
DS;2006;0.05
X360;2010;0.05
PSP;2011;0.05
PSV;2015;0.05
PC;2007;0.05
PS;1999;0.05
3DS;2011;0.05
PC;2009;0.05
3DS;2014;0.05
PSV;2014;0.05
PSP;2006;0.05
PS;2000;0.05
PS3;2015;0.05
X360;2013;0.05
XB;2004;0.05
PS3;2015;0.05
SAT;1996;0.05
PSP;2008;0.05
GBA;2003;0.05
PC;2010;0.05
DS;2009;0.05
XB;2005;0.05
PS;2001;0.05
PS2;2002;0.05
XB;2003;0.05
DS;2007;0.05
DS;2006;0.05
PSP;2014;0.05
DS;2009;0.05
PC;2009;0.05
DS;2008;0.05
PC;2009;0.05
XB;2003;0.05
Wii;2009;0.05
3DS;2011;0.05
N64;1999;0.05
PS4;2016;0.05
PC;2016;0.05
PS3;2010;0.05
GBA;2003;0.05
X360;2011;0.05
DS;2007;0.05
3DS;2013;0.05
PC;2006;0.05
PS;1997;0.05
DS;2009;0.05
PSV;2014;0.05
XB;2004;0.05
DS;2011;0.05
DS;2011;0.05
GC;2004;0.05
WiiU;2013;0.05
PS2;2009;0.05
SCD;1994;0.05
PS;1999;0.04
PC;2011;0.04
DS;2008;0.04
DS;2010;0.04
DS;2006;0.04
PS;1995;0.04
GBA;2005;0.04
PS2;2009;0.04
PS2;2006;0.04
PSP;2006;0.04
DS;2008;0.04
PS2;2007;0.04
PC;2009;0.04
DS;2010;0.04
Wii;2008;0.04
PS2;2006;0.04
SAT;1995;0.04
PSP;2009;0.04
PS2;2007;0.04
DS;2005;0.04
PSV;2015;0.04
GBA;2005;0.04
PSV;2015;0.04
GC;2002;0.04
PS;1996;0.04
Wii;2008;0.04
DS;2010;0.04
DS;2007;0.04
Wii;2007;0.04
PC;2009;0.04
PSV;2015;0.04
Wii;2010;0.04
XB;2005;0.04
PS4;2016;0.04
PS;2001;0.04
DS;2007;0.04
XOne;2016;0.04
DS;2008;0.04
PS3;2016;0.04
GBA;2004;0.04
PC;2003;0.04
DS;2008;0.04
3DS;2013;0.04
PS;1998;0.04
PS;1996;0.04
PC;2012;0.04
GBA;2004;0.04
GBA;2002;0.04
DS;2011;0.04
PSP;2007;0.04
PC;2006;0.04
Wii;2011;0.04
XB;2004;0.04
PS2;2000;0.04
PS4;2016;0.04
PSP;2009;0.04
GBA;2005;0.04
PS2;2007;0.04
PS;1997;0.04
DS;2009;0.04
PS2;2002;0.04
DS;2009;0.04
DS;2006;0.04
Wii;2009;0.04
PSP;2007;0.04
PS2;2005;0.04
PSV;2014;0.04
GC;2007;0.04
DS;2008;0.04
Wii;2009;0.04
PS3;2014;0.04
GG;1992;0.04
XB;2006;0.04
PS2;2006;0.04
PS2;2003;0.04
XOne;2016;0.04
GBA;2003;0.04
PS3;2006;0.04
PSP;2006;0.04
Wii;2007;0.04
GC;2004;0.04
DS;2006;0.04
3DS;2011;0.04
PC;2010;0.04
PSP;2010;0.04
GC;2004;0.04
GBA;2005;0.04
XB;2003;0.04
Wii;2010;0.04
PS3;2012;0.04
PS3;2013;0.04
SNES;1995;0.04
X360;2011;0.04
GBA;2004;0.04
DS;2010;0.04
Wii;2007;0.04
GBA;2002;0.04
PC;2011;0.04
PS3;2011;0.04
PS;1998;0.04
3DS;2015;0.04
X360;2006;0.04
PSP;2012;0.04
DS;2006;0.04
PSP;2011;0.04
PSP;2009;0.04
PS2;2006;0.04
PSP;2009;0.04
PC;2016;0.04
PC;2007;0.04
DS;2008;0.04
PS3;2012;0.04
PC;2015;0.04
DS;2008;0.04
PS2;2001;0.04
PSV;2012;0.04
PS;1998;0.04
XB;2004;0.04
GBA;2002;0.04
PS2;2004;0.04
Wii;2010;0.04
PS2;2005;0.04
PS2;2008;0.04
X360;2009;0.04
XB;2003;0.04
PSP;2008;0.04
PS2;2006;0.04
PSP;2010;0.04
3DS;2011;0.04
DS;2009;0.04
PSP;2006;0.04
Wii;2011;0.04
XB;2005;0.04
Wii;2009;0.04
PS3;2013;0.04
Wii;2006;0.04
Wii;2008;0.04
GBA;2001;0.04
Wii;2008;0.04
DS;2011;0.04
DS;2008;0.04
PC;2008;0.04
3DS;2016;0.04
DS;2006;0.04
3DS;2014;0.04
DS;2009;0.04
GBA;2002;0.04
XB;2006;0.04
PSV;2016;0.04
PS;2000;0.04
PS2;2001;0.04
DS;2010;0.04
Wii;2007;0.04
PS3;2013;0.04
XB;2004;0.04
X360;2010;0.04
PS2;2009;0.04
PS2;2002;0.04
DS;2009;0.04
PS;2001;0.04
PS4;2016;0.04
PSP;2004;0.04
PC;2006;0.04
3DS;2011;0.04
XB;2003;0.04
DS;2007;0.04
PS3;2016;0.04
XB;2002;0.04
PC;2002;0.04
PC;2004;0.04
PSV;2014;0.04
DS;2011;0.04
GC;2003;0.04
PSP;2007;0.04
DS;2005;0.04
DS;2007;0.04
PC;2001;0.04
PC;2011;0.04
Wii;2012;0.04
PC;2009;0.04
Wii;2008;0.04
Wii;2010;0.04
PSP;2005;0.04
XB;2006;0.04
PC;2008;0.04
PSP;2011;0.04
DS;2006;0.04
DS;2009;0.04
DS;2011;0.04
Wii;2010;0.04
XB;2005;0.04
PSP;2012;0.04
Wii;2007;0.04
PS4;2016;0.04
PSP;2006;0.04
PS3;2015;0.04
XOne;2016;0.04
GC;2004;0.04
3DS;2013;0.04
3DS;2015;0.04
DS;2007;0.04
PSP;2011;0.04
PSP;2006;0.04
PSP;2009;0.04
PC;2006;0.04
DS;2008;0.04
DS;2008;0.04
PSP;2008;0.04
PC;2011;0.04
Wii;2008;0.04
PC;2009;0.04
PSP;2010;0.04
PS2;2000;0.04
PS3;2008;0.04
PSP;2005;0.04
PS2;2007;0.04
PC;2012;0.04
SNES;1996;0.04
DS;2008;0.04
PS4;2015;0.04
PC;2005;0.04
DS;2006;0.04
DS;2008;0.04
PSP;2010;0.04
X360;2011;0.04
PC;2009;0.04
3DS;2012;0.04
PS2;2005;0.04
PC;2013;0.04
DS;2010;0.04
PSP;2007;0.04
XB;2004;0.04
PS2;2008;0.04
DS;2010;0.04
PC;2003;0.04
X360;2012;0.04
PS2;2001;0.04
PS;1998;0.04
DS;2007;0.04
GBA;2004;0.04
PSP;2011;0.04
PSP;2006;0.04
DS;2009;0.04
XB;2005;0.04
PS4;2016;0.04
PC;2007;0.04
PS;1995;0.04
PSP;2012;0.04
X360;2007;0.04
PS;1998;0.04
N64;2000;0.04
PC;2011;0.04
N64;1998;0.04
PS3;2010;0.04
DS;2010;0.04
PSP;2007;0.04
PSP;2006;0.04
SAT;1996;0.04
SAT;1994;0.04
PSV;2012;0.04
PS2;2005;0.04
DS;2009;0.04
PS3;2011;0.04
PSP;2011;0.04
SNES;1995;0.04
XB;2005;0.04
PC;2011;0.04
PSP;2012;0.04
GC;2002;0.04
3DS;2011;0.04
Wii;2010;0.04
X360;2011;0.04
DS;2012;0.04
X360;2012;0.04
PC;2003;0.04
PSP;2009;0.04
SNES;1995;0.04
Wii;2010;0.04
Wii;2010;0.04
N64;1999;0.04
N64;1999;0.04
N64;1999;0.04
N64;1999;0.04
N64;2000;0.04
GBA;2003;0.04
N64;1998;0.04
PS2;2003;0.04
PSP;2012;0.04
GC;2002;0.04
PSP;2011;0.04
DS;2007;0.04
XB;2005;0.04
PC;2012;0.04
PSP;2012;0.04
X360;2007;0.04
DS;2005;0.04
PS;1998;0.04
DS;2010;0.04
PS3;2012;0.04
PSP;2009;0.04
PS4;2014;0.04
PSP;2013;0.04
PS3;2007;0.04
DS;2009;0.04
XOne;2016;0.04
PSP;2011;0.04
PS2;2008;0.04
PS2;2002;0.04
DS;2008;0.04
DS;2009;0.04
PS2;2006;0.04
XOne;2014;0.04
3DS;2014;0.04
PC;2007;0.04
GBA;2002;0.04
DS;2009;0.04
PS3;2012;0.04
PS2;2008;0.04
DS;2010;0.04
PS2;2006;0.04
PS4;2014;0.04
PS2;2003;0.04
PSP;2009;0.04
DS;2006;0.04
GBA;2003;0.04
PC;2005;0.04
PC;2010;0.04
PS3;2012;0.04
PS2;2007;0.04
DS;2007;0.04
PS3;2016;0.04
PS3;2013;0.04
PC;2010;0.04
PSP;2011;0.04
PS3;2007;0.04
PS3;2009;0.04
XB;2006;0.04
GBA;2004;0.04
PSP;2009;0.04
PSP;2009;0.04
PS2;2009;0.04
DS;2009;0.04
DS;2007;0.04
PS;1995;0.04
XB;2004;0.04
PSP;2011;0.04
DS;2010;0.04
PC;2013;0.04
Wii;2010;0.04
PS3;2011;0.04
X360;2011;0.04
Wii;2010;0.04
DS;2007;0.04
PSP;2009;0.04
DS;2008;0.04
PSP;2008;0.04
PS2;2003;0.04
PS2;2004;0.04
DS;2008;0.04
X360;2006;0.04
GBA;2003;0.04
3DS;2012;0.04
X360;2009;0.04
DS;2009;0.04
X360;2009;0.04
PS;1997;0.04
PC;2014;0.04
DS;2007;0.04
PS;1997;0.04
GBA;2002;0.04
Wii;2008;0.04
PS3;2015;0.04
PC;2010;0.04
PS3;2015;0.04
PC;2005;0.04
PS3;2009;0.04
XB;2006;0.04
PC;2015;0.04
SAT;1995;0.04
PSV;2015;0.04
PC;2011;0.04
DS;2005;0.04
PSP;2010;0.04
GC;2005;0.04
PS2;2010;0.04
PS2;2008;0.04
3DS;2016;0.04
PS;1999;0.04
PS2;2004;0.04
PS2;2006;0.04
PC;2006;0.04
PC;2009;0.04
DS;2006;0.04
PC;2007;0.04
GBA;2002;0.04
PS4;2015;0.04
PS;2001;0.04
PC;2006;0.04
DS;2009;0.04
XOne;2015;0.04
PS;1998;0.04
PSP;2012;0.04
GBA;2001;0.04
DS;2009;0.04
PSP;2010;0.04
PSV;2015;0.04
XB;2002;0.04
PS;1999;0.04
3DS;2015;0.04
PSV;2016;0.04
PC;2006;0.04
XOne;2016;0.04
DS;2009;0.04
DC;2001;0.04
PC;2007;0.04
GC;2006;0.04
DS;2007;0.04
Wii;2010;0.04
PS2;2005;0.04
X360;2015;0.04
Wii;2009;0.04
PS4;2016;0.04
PS2;2008;0.04
PS3;2009;0.04
PC;2003;0.04
PS4;2016;0.04
PSV;2016;0.04
3DS;2015;0.04
XB;2003;0.04
Wii;2009;0.04
DS;2011;0.04
PS;1995;0.04
PC;2004;0.04
PSP;2005;0.04
PSP;2006;0.04
PSP;2007;0.04
PS;2001;0.04
Wii;2008;0.04
PSP;2006;0.04
PS;1999;0.04
PS;1997;0.04
DS;2012;0.04
PS2;2002;0.04
DS;2010;0.04
PC;2009;0.04
PC;2004;0.04
PS;1999;0.04
PS;1996;0.04
DS;2010;0.04
PS;1996;0.04
PC;2015;0.04
PC;2009;0.04
PS;1997;0.04
GBA;2004;0.04
NG;1996;0.04
WiiU;2012;0.04
PC;2015;0.04
GBA;2002;0.04
3DS;2015;0.04
PS;1999;0.04
PSP;2012;0.04
GBA;2005;0.04
PSP;2012;0.04
XOne;2015;0.04
PS2;2004;0.04
PSP;2006;0.04
GBA;2002;0.04
PSP;2009;0.04
PS3;2014;0.04
GC;2006;0.04
PC;2015;0.04
3DS;2015;0.04
PSP;2011;0.04
DS;2007;0.04
GC;2002;0.04
DS;2006;0.04
PSV;2015;0.04
PS2;2002;0.04
PS2;2006;0.04
X360;2009;0.04
PS3;2008;0.04
DS;2007;0.04
DS;2008;0.04
DS;2005;0.04
X360;2013;0.04
PC;2011;0.04
PC;2003;0.04
DS;2006;0.04
GBA;2005;0.04
PSP;2009;0.04
XOne;2016;0.04
DS;2008;0.04
PSV;2014;0.04
XOne;2014;0.04
3DS;2015;0.04
PS3;2014;0.04
PS2;2007;0.04
DS;2008;0.04
DC;2008;0.04
PS2;2004;0.04
GBA;2002;0.04
PSP;2010;0.04
DS;2010;0.04
DS;2007;0.04
GBA;2002;0.04
X360;2010;0.04
PSV;2014;0.04
DS;2009;0.04
GBA;2003;0.04
PSV;2015;0.04
SAT;1994;0.04
PS2;2006;0.04
PS2;2005;0.04
PSP;2012;0.04
PS;1999;0.04
PSP;2013;0.04
PSV;2014;0.04
DS;2007;0.04
GBA;2005;0.04
PC;2011;0.04
3DS;2016;0.04
PS2;2008;0.04
PC;2011;0.04
GC;2004;0.04
PS3;2015;0.04
PS3;2009;0.04
PS3;2012;0.04
PS2;2006;0.04
PC;2013;0.04
PSP;2009;0.04
PS;1998;0.04
PS3;2015;0.04
XOne;2016;0.04
PS2;2009;0.04
PSP;2008;0.04
PS2;2006;0.04
PS2;2005;0.04
DS;2008;0.04
XB;2002;0.04
PC;2003;0.04
DC;2000;0.04
XB;2005;0.04
Wii;2009;0.04
3DS;2016;0.04
PS3;2011;0.04
PSP;2007;0.04
XB;2005;0.04
PS3;2007;0.04
GBA;2002;0.04
PC;2008;0.04
DS;2007;0.04
PSP;2011;0.04
DS;2010;0.04
PSP;2010;0.04
DS;2011;0.04
PS2;2009;0.04
PC;2007;0.04
XB;2003;0.04
PS2;2006;0.04
PC;2008;0.04
Wii;2009;0.04
PS2;2004;0.04
PSV;2015;0.04
PS2;2006;0.04
PS2;2005;0.04
PSP;2012;0.04
PC;2009;0.04
PS;1996;0.04
DS;2010;0.04
GBA;2003;0.04
XB;2003;0.04
DS;2006;0.04
GEN;1994;0.04
XB;2004;0.04
PC;1998;0.04
PS2;2007;0.04
DS;2004;0.04
PC;2007;0.04
X360;2010;0.04
3DS;2013;0.04
DS;2008;0.04
GBA;2001;0.04
3DS;2015;0.04
PSP;2009;0.04
PS3;2010;0.04
PS;1999;0.04
PC;2007;0.04
DS;2009;0.04
PC;2010;0.04
WiiU;2014;0.04
3DS;2015;0.04
PC;2006;0.04
PSP;2006;0.04
Wii;2009;0.04
DS;2009;0.04
DS;2010;0.04
DS;2008;0.04
DS;2010;0.04
PC;2010;0.04
PSP;2010;0.04
DS;2011;0.04
GBA;2006;0.04
GBA;2003;0.04
DS;2008;0.04
DS;2009;0.04
DS;2008;0.04
PC;1998;0.04
DS;2005;0.04
PSV;2016;0.04
PC;2005;0.04
DS;2007;0.04
PC;2011;0.04
PC;2008;0.04
PS2;2007;0.04
XB;2003;0.04
PSV;2015;0.04
DS;2004;0.04
PC;2006;0.04
PS4;2015;0.04
PC;2011;0.04
PS2;2006;0.04
XB;2006;0.04
PS2;2003;0.04
PC;2003;0.04
PS3;2010;0.04
PSP;2012;0.04
PS4;2016;0.04
GEN;1994;0.04
DS;2011;0.04
PC;2014;0.04
PSP;2012;0.04
DS;2009;0.04
3DS;2011;0.03
PS2;2006;0.03
DS;2013;0.03
Wii;2008;0.03
WiiU;2013;0.03
PS3;2013;0.03
GBA;2001;0.03
PS3;2013;0.03
Wii;2010;0.03
3DS;2015;0.03
PS3;2010;0.03
PC;2011;0.03
DS;2008;0.03
PS3;2012;0.03
XB;2005;0.03
PS3;2013;0.03
PS3;2012;0.03
XB;2002;0.03
DS;2009;0.03
PSP;2009;0.03
PS2;2004;0.03
SAT;1998;0.03
PSP;2006;0.03
GBA;2005;0.03
PC;2010;0.03
3DS;2014;0.03
PC;2001;0.03
PSP;2012;0.03
DS;2008;0.03
GBA;2002;0.03
GBA;2003;0.03
DS;2007;0.03
PSP;2007;0.03
PC;2008;0.03
XB;2006;0.03
PS2;2006;0.03
Wii;2010;0.03
GBA;2005;0.03
GBA;2002;0.03
PS4;2016;0.03
PS2;2006;0.03
DS;2008;0.03
GBA;2006;0.03
PS4;2014;0.03
PS3;2012;0.03
X360;2006;0.03
PSV;2015;0.03
PC;2006;0.03
PS3;2007;0.03
PS2;2002;0.03
GC;2005;0.03
3DS;2015;0.03
Wii;2007;0.03
PS;1998;0.03
PS3;2011;0.03
3DS;2012;0.03
GBA;2003;0.03
3DS;2013;0.03
DS;2006;0.03
PS2;2009;0.03
PC;2006;0.03
PS2;2006;0.03
PC;2001;0.03
PS2;2002;0.03
GC;2003;0.03
PSP;2008;0.03
PSP;2006;0.03
DS;2008;0.03
3DS;2012;0.03
GBA;2001;0.03
GC;2003;0.03
PSV;2015;0.03
WS;2001;0.03
DS;2011;0.03
Wii;2007;0.03
PSV;2015;0.03
PS2;2003;0.03
PSP;2006;0.03
PS3;2016;0.03
XB;2005;0.03
PS2;2007;0.03
DS;2011;0.03
Wii;2007;0.03
PS3;2014;0.03
PS2;2007;0.03
PC;2011;0.03
XOne;2016;0.03
PS2;2004;0.03
PS2;2004;0.03
DS;2008;0.03
PS;1996;0.03
3DS;2013;0.03
DS;2005;0.03
GC;2005;0.03
PS3;2011;0.03
GBA;2005;0.03
X360;2015;0.03
PSP;2011;0.03
GBA;2001;0.03
PSP;2009;0.03
GBA;2002;0.03
PSV;2016;0.03
PSP;2013;0.03
PSP;2006;0.03
PC;2009;0.03
GC;2003;0.03
DS;2008;0.03
3DS;2014;0.03
DS;2008;0.03
PSP;2007;0.03
PS;2001;0.03
PC;2009;0.03
PS3;2012;0.03
PS2;2007;0.03
PC;2009;0.03
Wii;2013;0.03
PS;1996;0.03
PS2;2007;0.03
SNES;1994;0.03
PC;2009;0.03
X360;2011;0.03
DS;2008;0.03
PS;1998;0.03
GC;2003;0.03
GBA;2005;0.03
3DS;2013;0.03
PS;1995;0.03
PS4;2015;0.03
3DS;2011;0.03
PSP;2009;0.03
SNES;1994;0.03
PS2;2002;0.03
DS;2008;0.03
PS4;2016;0.03
DS;2009;0.03
PC;2006;0.03
Wii;2007;0.03
X360;2008;0.03
PC;2010;0.03
DS;2010;0.03
PSP;2006;0.03
PS3;2011;0.03
Wii;2010;0.03
PC;2014;0.03
PS3;2015;0.03
PS;1996;0.03
PSP;2007;0.03
XB;2003;0.03
PS3;2015;0.03
PC;2012;0.03
GBA;2002;0.03
GBA;2006;0.03
Wii;2008;0.03
PC;2009;0.03
Wii;2011;0.03
X360;2008;0.03
GBA;2002;0.03
DS;2006;0.03
3DS;2013;0.03
3DS;2014;0.03
DS;2007;0.03
PC;2011;0.03
GBA;2005;0.03
PSP;2005;0.03
PC;2007;0.03
PC;2006;0.03
DS;2010;0.03
PC;2007;0.03
WiiU;2015;0.03
DS;2007;0.03
PS2;2009;0.03
DS;2009;0.03
DS;2010;0.03
PC;2014;0.03
PS3;2014;0.03
PS3;2012;0.03
DS;2010;0.03
GC;2002;0.03
3DS;2013;0.03
DS;2007;0.03
PC;2009;0.03
PC;2011;0.03
PC;2012;0.03
PSP;2004;0.03
GC;2003;0.03
PSV;2013;0.03
PS2;2008;0.03
PS2;2006;0.03
DS;2007;0.03
DS;2007;0.03
3DS;2015;0.03
PS;2000;0.03
DS;2010;0.03
DS;2008;0.03
DS;2006;0.03
PS3;2012;0.03
GBA;2005;0.03
PC;2009;0.03
DS;2008;0.03
3DS;2016;0.03
XB;2004;0.03
PSP;2006;0.03
DS;2008;0.03
PSP;2007;0.03
3DS;2016;0.03
GBA;2001;0.03
PC;2011;0.03
DS;2012;0.03
DS;2010;0.03
DS;2012;0.03
PSV;2016;0.03
PS2;2008;0.03
X360;2009;0.03
3DS;2013;0.03
SAT;1996;0.03
DS;2007;0.03
Wii;2015;0.03
SAT;1998;0.03
DS;2007;0.03
DS;2008;0.03
XB;2005;0.03
PS2;2008;0.03
3DS;2012;0.03
GBA;2005;0.03
PC;2002;0.03
PC;2010;0.03
X360;2011;0.03
PC;2013;0.03
PS2;2008;0.03
DS;2007;0.03
PSP;2012;0.03
PSP;2010;0.03
PC;1985;0.03
PS3;2015;0.03
SAT;1995;0.03
DS;2010;0.03
DS;2008;0.03
PSV;2013;0.03
DS;2007;0.03
DS;2009;0.03
DS;2010;0.03
PS3;2015;0.03
PS3;2009;0.03
PS2;2007;0.03
PS3;2008;0.03
PSV;2013;0.03
PS3;2010;0.03
PSV;2015;0.03
PS2;2006;0.03
DS;2013;0.03
DS;2008;0.03
GBA;2005;0.03
PS;1996;0.03
SNES;1996;0.03
PSV;2015;0.03
3DS;2015;0.03
GC;2003;0.03
PSP;2006;0.03
PSP;2006;0.03
X360;2009;0.03
GC;2002;0.03
SAT;1998;0.03
PC;2003;0.03
PSP;2013;0.03
SAT;1998;0.03
Wii;2009;0.03
GBA;2003;0.03
PC;2011;0.03
GBA;2003;0.03
PSP;2013;0.03
PS3;2015;0.03
PS3;2014;0.03
Wii;2007;0.03
DS;2008;0.03
3DS;2015;0.03
DS;2008;0.03
PC;2003;0.03
PSV;2015;0.03
PC;2016;0.03
Wii;2010;0.03
PSP;2010;0.03
XB;2006;0.03
PSP;2010;0.03
PC;2003;0.03
PS2;2006;0.03
PS4;2017;0.03
DS;2011;0.03
PSV;2014;0.03
GC;2002;0.03
PSV;2015;0.03
PC;2007;0.03
X360;2008;0.03
PSP;2010;0.03
PS2;2002;0.03
PS3;2014;0.03
Wii;2010;0.03
PS2;2010;0.03
3DS;2012;0.03
PS3;2013;0.03
PC;2011;0.03
SAT;1998;0.03
DS;2009;0.03
PC;2010;0.03
PC;2005;0.03
PS2;2009;0.03
XOne;2015;0.03
PC;2012;0.03
PSP;2011;0.03
PC;2009;0.03
PSP;2009;0.03
PC;2004;0.03
GEN;1994;0.03
PSP;2008;0.03
DS;2008;0.03
XB;2005;0.03
PSP;2006;0.03
PC;2009;0.03
DS;2008;0.03
DS;2008;0.03
XB;2004;0.03
PSP;2013;0.03
PS3;2009;0.03
PS4;2016;0.03
DS;2008;0.03
NG;1995;0.03
PS2;2001;0.03
PS;1998;0.03
PSV;2015;0.03
DS;2006;0.03
PSP;2010;0.03
PSP;2006;0.03
PSP;2011;0.03
PSV;2015;0.03
PSV;2015;0.03
PC;2015;0.03
GBA;2006;0.03
PSP;2012;0.03
PS3;2010;0.03
PS;1999;0.03
DS;2011;0.03
PS2;2008;0.03
PS2;2007;0.03
PC;2009;0.03
GC;2003;0.03
DS;2010;0.03
DS;2011;0.03
PSP;2007;0.03
PS;1997;0.03
Wii;2011;0.03
Wii;2008;0.03
3DS;2012;0.03
DS;2008;0.03
PS2;2005;0.03
DS;2007;0.03
XB;2003;0.03
PSP;2006;0.03
PSV;2015;0.03
PS;2001;0.03
PSV;2016;0.03
X360;2010;0.03
PC;2008;0.03
PS2;2004;0.03
3DS;2015;0.03
DS;2010;0.03
PC;2014;0.03
PSV;2014;0.03
PSP;2009;0.03
WiiU;2014;0.03
PSP;2008;0.03
PS;1996;0.03
GBA;2002;0.03
3DS;2015;0.03
PSP;2007;0.03
3DS;2015;0.03
PC;2007;0.03
3DS;2014;0.03
X360;2016;0.03
PS3;2014;0.03
GBA;2004;0.03
PS;2001;0.03
PS2;2007;0.03
GBA;2005;0.03
PSP;2010;0.03
DS;2008;0.03
GBA;2004;0.03
X360;2010;0.03
N64;1998;0.03
N64;1999;0.03
N64;1998;0.03
DS;2009;0.03
GBA;2003;0.03
PSP;2007;0.03
PSP;2010;0.03
DS;2007;0.03
PC;2008;0.03
DS;2010;0.03
SNES;1995;0.03
GBA;2005;0.03
PSP;2008;0.03
PSP;2010;0.03
DS;2009;0.03
PC;1988;0.03
PS3;2012;0.03
PS2;2010;0.03
PC;2011;0.03
PSP;2011;0.03
SNES;1995;0.03
PS2;2009;0.03
PS2;2007;0.03
PS;1998;0.03
PC;2012;0.03
PS2;2006;0.03
PS;1996;0.03
DS;2009;0.03
PSP;2006;0.03
DS;2009;0.03
PS;1995;0.03
DS;2011;0.03
Wii;2008;0.03
PC;2009;0.03
PS3;2013;0.03
GBA;2004;0.03
PC;2010;0.03
PC;2016;0.03
PS2;2008;0.03
DS;2006;0.03
GBA;2005;0.03
X360;2011;0.03
XB;2003;0.03
GBA;2004;0.03
PS;1997;0.03
PSP;2010;0.03
Wii;2010;0.03
PC;2010;0.03
XB;2006;0.03
GBA;2003;0.03
PC;2009;0.03
XB;2005;0.03
X360;2015;0.03
PSP;2008;0.03
PC;2008;0.03
DS;2010;0.03
PSV;2015;0.03
DS;2009;0.03
PS3;2011;0.03
GBA;2005;0.03
PS2;2002;0.03
3DS;2013;0.03
PC;2016;0.03
PCFX;1996;0.03
PS2;2008;0.03
Wii;2010;0.03
PSV;2015;0.03
GBA;2001;0.03
PSP;2011;0.03
PS3;2009;0.03
DS;2007;0.03
XB;2006;0.03
DS;2010;0.03
SNES;1995;0.03
PSP;2012;0.03
PC;2008;0.03
PC;2009;0.03
DS;2008;0.03
PS3;2006;0.03
PSP;2009;0.03
PSP;2007;0.03
Wii;2009;0.03
DS;2009;0.03
DS;2012;0.03
3DS;2013;0.03
PC;2002;0.03
